user_id,question_id,score,answer,category
14,60,3.0,20.0,Places
15,1,1.0,3.0,Colours
15,2,1.0,4.0,Colours
15,3,1.0,4.0,Colours
15,4,1.0,4.0,Colours
15,5,1.0,4.0,Colours
15,6,1.0,1.0,Abstract concepts
15,7,1.0,4.0,Abstract concepts
15,8,1.0,4.0,Abstract concepts
15,9,1.0,4.0,Abstract concepts
15,10,1.0,4.0,Abstract concepts
15,11,1.0,3.0,Subjects
15,12,1.0,4.0,Subjects
15,13,1.0,4.0,Subjects
15,14,1.0,4.0,Subjects
15,15,1.0,3.0,Subjects
15,16,1.0,4.0,Places
15,17,1.0,1.0,Places
15,18,1.0,3.0,Places
15,19,1.0,4.0,Places
15,20,1.0,2.0,Places
15,21,4.0,18.0,Places
15,22,2.0,9.0,Abstract concepts
15,23,3.0,20.0,Places
15,24,3.0,6.0,Abstract concepts
15,25,2.0,17.0,Places
15,26,2.0,4.0,Colours
15,27,4.0,16.0,Places
15,28,2.0,7.0,Abstract concepts
15,29,3.0,5.0,Colours
15,30,3.0,18.0,Places
15,31,4.0,16.0,Places
15,32,4.0,2.0,Colours
15,33,2.0,1.0,Colours
15,34,3.0,9.0,Abstract concepts
15,35,2.0,8.0,Abstract concepts
15,36,3.0,17.0,Places
15,37,2.0,7.0,Abstract concepts
15,38,1.0,2.0,Colours
15,39,2.0,16.0,Places
15,40,3.0,3.0,Colours
15,41,4.0,18.0,Places
15,42,4.0,3.0,Colours
15,43,2.0,2.0,Colours
15,44,4.0,16.0,Places
15,45,4.0,5.0,Colours
15,46,2.0,4.0,Colours
15,47,4.0,16.0,Places
15,48,2.0,7.0,Abstract concepts
15,49,3.0,20.0,Places
15,50,2.0,8.0,Abstract concepts
15,51,4.0,16.0,Places
15,52,4.0,2.0,Colours
15,53,4.0,20.0,Places
15,54,2.0,11.0,Subjects
15,55,2.0,8.0,Abstract concepts
15,56,3.0,17.0,Places
15,57,2.0,7.0,Abstract concepts
15,58,1.0,2.0,Colours
15,59,2.0,16.0,Places
15,60,3.0,3.0,Colours
16,1,1.0,2.0,Colours
16,2,1.0,4.0,Colours
16,3,1.0,1.0,Colours
16,4,1.0,3.0,Colours
16,5,1.0,2.0,Colours
16,6,1.0,3.0,Abstract concepts
16,7,1.0,4.0,Abstract concepts
16,8,1.0,4.0,Abstract concepts
16,9,1.0,3.0,Abstract concepts
16,10,1.0,3.0,Abstract concepts
16,11,1.0,3.0,Subjects
16,12,1.0,3.0,Subjects
16,13,1.0,4.0,Subjects
16,14,1.0,3.0,Subjects
16,15,1.0,3.0,Subjects
16,16,1.0,4.0,Places
16,17,1.0,3.0,Places
16,18,1.0,4.0,Places
16,19,1.0,4.0,Places
16,20,1.0,3.0,Places
16,21,3.0,7.0,Abstract concepts
16,22,2.0,19.0,Places
16,23,2.0,2.0,Colours
16,24,4.0,16.0,Places
16,25,2.0,13.0,Subjects
16,26,2.0,14.0,Subjects
16,27,4.0,16.0,Places
16,28,4.0,2.0,Colours
16,29,2.0,15.0,Subjects
16,30,2.0,8.0,Abstract concepts
16,31,2.0,7.0,Abstract concepts
16,32,4.0,2.0,Colours
16,33,2.0,13.0,Subjects
16,34,2.0,11.0,Subjects
16,35,2.0,19.0,Places
16,36,3.0,17.0,Places
16,37,2.0,7.0,Abstract concepts
16,38,1.0,2.0,Colours
16,39,2.0,16.0,Places
16,40,2.0,14.0,Subjects
16,41,3.0,7.0,Abstract concepts
16,42,2.0,19.0,Places
16,43,2.0,2.0,Colours
16,44,4.0,16.0,Places
16,45,2.0,17.0,Places
16,46,3.0,19.0,Places
16,47,4.0,16.0,Places
16,48,2.0,7.0,Abstract concepts
16,49,3.0,20.0,Places
16,50,2.0,13.0,Subjects
16,51,2.0,7.0,Abstract concepts
16,52,4.0,2.0,Colours
16,53,2.0,13.0,Subjects
16,54,4.0,17.0,Places
16,55,2.0,19.0,Places
16,56,3.0,17.0,Places
16,57,2.0,7.0,Abstract concepts
16,58,1.0,2.0,Colours
16,59,3.0,8.0,Abstract concepts
16,60,2.0,14.0,Subjects
17,1,1.0,2.0,Colours
17,2,1.0,3.0,Colours
17,3,1.0,2.0,Colours
17,4,1.0,3.0,Colours
17,5,1.0,4.0,Colours
17,6,1.0,2.0,Abstract concepts
17,7,1.0,3.0,Abstract concepts
17,8,1.0,3.0,Abstract concepts
17,9,1.0,2.0,Abstract concepts
17,10,1.0,4.0,Abstract concepts
17,11,1.0,2.0,Subjects
17,12,1.0,2.0,Subjects
17,13,1.0,4.0,Subjects
17,14,1.0,2.0,Subjects
17,15,1.0,2.0,Subjects
17,16,1.0,3.0,Places
17,17,1.0,2.0,Places
17,18,1.0,4.0,Places
17,19,1.0,4.0,Places
17,20,1.0,4.0,Places
17,21,4.0,18.0,Places
17,22,2.0,19.0,Places
17,23,2.0,2.0,Colours
17,24,2.0,15.0,Subjects
17,25,2.0,13.0,Subjects
17,26,2.0,14.0,Subjects
17,27,4.0,16.0,Places
17,28,2.0,7.0,Abstract concepts
17,29,3.0,5.0,Colours
17,30,3.0,18.0,Places
17,31,4.0,16.0,Places
17,32,1.0,18.0,Places
17,33,4.0,20.0,Places
17,34,1.0,5.0,Colours
17,35,4.0,3.0,Colours
17,36,3.0,17.0,Places
17,37,3.0,19.0,Places
17,38,1.0,2.0,Colours
17,39,2.0,16.0,Places
17,40,3.0,3.0,Colours
17,41,4.0,18.0,Places
17,42,2.0,11.0,Subjects
17,43,3.0,8.0,Abstract concepts
17,44,4.0,16.0,Places
17,45,4.0,5.0,Colours
17,46,3.0,19.0,Places
17,47,3.0,6.0,Abstract concepts
17,48,4.0,2.0,Colours
17,49,3.0,5.0,Colours
17,50,3.0,3.0,Colours
17,51,4.0,16.0,Places
17,52,4.0,2.0,Colours
17,53,4.0,20.0,Places
17,54,1.0,5.0,Colours
17,55,2.0,19.0,Places
17,56,3.0,17.0,Places
17,57,2.0,7.0,Abstract concepts
17,58,1.0,2.0,Colours
17,59,2.0,16.0,Places
17,60,3.0,3.0,Colours
18,1,1.0,3.0,Colours
18,2,1.0,4.0,Colours
18,3,1.0,3.0,Colours
18,4,1.0,2.0,Colours
18,5,1.0,2.0,Colours
18,6,1.0,1.0,Abstract concepts
18,7,1.0,4.0,Abstract concepts
18,8,1.0,4.0,Abstract concepts
18,9,1.0,3.0,Abstract concepts
18,10,1.0,4.0,Abstract concepts
18,11,1.0,3.0,Subjects
18,12,1.0,2.0,Subjects
18,13,1.0,4.0,Subjects
18,14,1.0,4.0,Subjects
18,15,1.0,2.0,Subjects
18,16,1.0,4.0,Places
18,17,1.0,3.0,Places
18,18,1.0,3.0,Places
18,19,1.0,2.0,Places
18,20,1.0,2.0,Places
18,21,2.0,14.0,Subjects
18,22,2.0,9.0,Abstract concepts
18,23,2.0,2.0,Colours
18,24,4.0,16.0,Places
18,25,2.0,13.0,Subjects
18,26,2.0,14.0,Subjects
18,27,4.0,16.0,Places
18,28,4.0,2.0,Colours
18,29,3.0,5.0,Colours
18,30,2.0,8.0,Abstract concepts
18,31,4.0,16.0,Places
18,32,4.0,2.0,Colours
18,33,4.0,20.0,Places
18,34,3.0,9.0,Abstract concepts
18,35,4.0,3.0,Colours
18,36,3.0,17.0,Places
18,37,2.0,13.0,Subjects
18,38,1.0,2.0,Colours
18,39,2.0,16.0,Places
18,40,3.0,20.0,Places
18,41,4.0,18.0,Places
18,42,4.0,3.0,Colours
18,43,3.0,20.0,Places
18,44,4.0,16.0,Places
18,45,2.0,17.0,Places
18,46,3.0,9.0,Abstract concepts
18,47,4.0,16.0,Places
18,48,4.0,2.0,Colours
18,49,3.0,20.0,Places
18,50,3.0,18.0,Places
18,51,4.0,16.0,Places
18,52,4.0,2.0,Colours
18,53,4.0,20.0,Places
18,54,1.0,5.0,Colours
18,55,4.0,3.0,Colours
18,56,3.0,17.0,Places
18,57,3.0,19.0,Places
18,58,1.0,2.0,Colours
18,59,2.0,16.0,Places
18,60,3.0,20.0,Places
19,1,1.0,3.0,Colours
19,2,1.0,4.0,Colours
19,3,1.0,3.0,Colours
19,4,1.0,2.0,Colours
19,5,1.0,2.0,Colours
19,6,1.0,2.0,Abstract concepts
19,7,1.0,3.0,Abstract concepts
19,8,1.0,4.0,Abstract concepts
19,9,1.0,3.0,Abstract concepts
19,10,1.0,3.0,Abstract concepts
19,11,1.0,2.0,Subjects
19,12,1.0,4.0,Subjects
19,13,1.0,4.0,Subjects
19,14,1.0,3.0,Subjects
19,15,1.0,2.0,Subjects
19,16,1.0,2.0,Places
19,17,1.0,1.0,Places
19,18,1.0,3.0,Places
19,19,1.0,3.0,Places
19,20,1.0,3.0,Places
19,21,1.0,1.0,Colours
19,22,2.0,11.0,Subjects
19,23,3.0,8.0,Abstract concepts
19,24,2.0,15.0,Subjects
19,25,2.0,13.0,Subjects
19,26,2.0,14.0,Subjects
19,27,4.0,16.0,Places
19,28,2.0,17.0,Places
19,29,3.0,5.0,Colours
19,30,3.0,3.0,Colours
19,31,4.0,16.0,Places
19,32,1.0,18.0,Places
19,33,2.0,13.0,Subjects
19,34,1.0,5.0,Colours
19,35,4.0,3.0,Colours
19,36,2.0,11.0,Subjects
19,37,2.0,7.0,Abstract concepts
19,38,2.0,15.0,Subjects
19,39,2.0,16.0,Places
19,40,3.0,3.0,Colours
19,41,4.0,18.0,Places
19,42,4.0,3.0,Colours
19,43,2.0,12.0,Subjects
19,44,4.0,16.0,Places
19,45,4.0,5.0,Colours
19,46,3.0,9.0,Abstract concepts
19,47,4.0,16.0,Places
19,48,2.0,17.0,Places
19,49,3.0,5.0,Colours
19,50,3.0,3.0,Colours
19,51,4.0,16.0,Places
19,52,4.0,2.0,Colours
19,53,2.0,10.0,Abstract concepts
19,54,1.0,5.0,Colours
19,55,4.0,3.0,Colours
19,56,3.0,17.0,Places
19,57,2.0,13.0,Subjects
19,58,1.0,2.0,Colours
19,59,3.0,5.0,Colours
19,60,3.0,3.0,Colours
